代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),总市值(元),市盈率,市净率,市销率,
600519.SH,贵州茅台,2019-07-29,7040.6887,7168.5442,7025.9052,7145.9298,2698133,2626793557,83.2854,1.1792,973.5597,0.2148,1226564093898,1226564093898,31.1386,10.6886,15.8883,
600519.SH,贵州茅台,2019-07-30,7146.5885,7194.1592,7106.3363,7164.3726,1953797,1911965179,18.4428,0.2581,978.5895,0.1555,1229729712354,1229729712354,31.219,10.7161,15.9293,
600519.SH,贵州茅台,2019-07-31,7135.6106,7185.1574,7074.0614,7118.046,2252620,2191909987,-46.3266,-0.6466,973.0492,0.1793,1221777980280,1221777980280,31.0171,10.6468,15.8263,
600519.SH,贵州茅台,2019-08-01,7146.6617,7150.2478,6974.7483,7020.709,3508952,3385045858,-97.337,-1.3675,964.6886,0.2793,1205070549540,1205070549540,30.593,10.5013,15.6098,
600519.SH,贵州茅台,2019-08-02,6908.7348,7011.0485,6901.4162,6985.2139,3971940,3772328947,-35.4951,-0.5056,949.7447,0.3162,1198977990210,1198977990210,30.4383,10.4482,15.5309,
600519.SH,贵州茅台,2019-08-05,6916.0534,6981.9205,6879.4605,6897.2446,3677431,3473341317,-87.9693,-1.2594,944.5021,0.2927,1183878492654,1183878492654,30.055,10.3166,15.3353,
600519.SH,贵州茅台,2019-08-06,6813.5933,6938.0091,6760.8996,6925.5675,4399116,4121445010,28.3229,0.4106,936.8803,0.3502,1188739978140,1188739978140,30.1784,10.3589,15.3983,
600519.SH,贵州茅台,2019-08-07,6948.987,6993.118,6916.0534,6916.0534,2686998,2553463419,-9.5141,-0.1374,950.3034,0.2139,1187106921000,1187106921000,30.1369,10.3447,15.3772,
600519.SH,贵州茅台,2019-08-08,6978.2613,7128.2921,6967.2834,7111.313,3880813,3755086990,195.2596,2.8233,967.6032,0.3089,1220622278304,1220622278304,30.9878,10.6368,15.8113,
600519.SH,贵州茅台,2019-08-09,7161.2256,7179.1561,7018.4402,7040.6887,2846170,2760764357,-70.6242,-0.9931,969.9928,0.2266,1208499969534,1208499969534,30.68,10.5311,15.6543,
600519.SH,贵州茅台,2019-08-12,7394.0295,7465.6784,7282.0553,7454.9201,8149895,8208540716,414.2313,5.8834,1007.1959,0.6488,1279600765014,1279600765014,32.485,11.1507,16.5753,
600519.SH,贵州茅台,2019-08-13,7436.8432,7508.8579,7396.7374,7449.9434,3032970,3088013760,-4.9766,-0.0668,1018.1485,0.2414,1278746550510,1278746550510,32.4634,11.1433,16.5642,
600519.SH,贵州茅台,2019-08-14,7538.2786,7698.409,7538.2786,7635.6889,4141095,4327071299,185.7454,2.4932,1044.9099,0.3297,1310628850674,1310628850674,33.2727,11.4211,16.9772,
600519.SH,贵州茅台,2019-08-15,7523.4951,7658.7424,7523.4951,7647.179,2723739,2821331120,11.4902,0.1505,1035.8302,0.2168,1312601081220,1312601081220,33.3228,11.4383,17.0027,
600519.SH,贵州茅台,2019-08-16,7683.3328,7871.7129,7618.6366,7718.1692,3608673,3822488363,70.9902,0.9283,1059.2504,0.2873,1324786199880,1324786199880,33.6322,11.5445,17.1606,
600519.SH,贵州茅台,2019-08-19,7765.0081,7830.7289,7677.5511,7727.537,3286758,3471558016,9.3678,0.1214,1056.2256,0.2616,1326394133064,1326394133064,33.673,11.5585,17.1814,
600519.SH,贵州茅台,2019-08-20,7721.0966,7857.8076,7684.5037,7830.8753,2860213,3038219263,103.3383,1.3373,1062.2353,0.2277,1344131646000,1344131646000,34.1233,11.7131,17.4112,
600519.SH,贵州茅台,2019-08-21,7831.6071,7881.8857,7769.8383,7801.601,2506662,2678841887,-29.2743,-0.3738,1068.6889,0.1995,1339106854800,1339106854800,33.9957,11.6693,17.3461,
600519.SH,贵州茅台,2019-08-22,7852.7578,8079.7068,7830.8753,8079.7068,3759078,4099045126,278.1058,3.5647,1090.439,0.2992,1386842371200,1386842371200,35.2076,12.0853,17.9644,
600519.SH,贵州茅台,2019-08-23,8087.0254,8296.0439,8018.3771,8270.7216,4019230,4495782910,191.0148,2.3641,1118.5682,0.32,1419629133780,1419629133780,36.0399,12.371,18.3891,
600519.SH,贵州茅台,2019-08-26,8145.574,8255.3526,8026.1348,8072.0223,4849789,5382792365,-198.6993,-2.4024,1109.9024,0.3861,1385523363510,1385523363510,35.1741,12.0738,17.9473,
600519.SH,贵州茅台,2019-08-27,8174.8483,8279.5771,8116.2997,8116.2997,5216421,5830617878,44.2774,0.5485,1117.743,0.4153,1393123360200,1393123360200,35.367,12.14,18.0458,
600519.SH,贵州茅台,2019-08-28,8116.2997,8220.1503,7926.0899,8051.2375,4700967,5169778985,-65.0621,-0.8016,1099.7267,0.3742,1381955761758,1381955761758,35.0835,12.0427,17.9011,
600519.SH,贵州茅台,2019-08-29,8087.0254,8183.4842,7995.5432,8146.3058,2933042,3247704307,95.0683,1.1808,1107.2819,0.2335,1398273771180,1398273771180,35.4978,12.1849,18.1125,
600519.SH,贵州茅台,2019-08-30,8233.3969,8387.087,8218.7597,8357.8126,4489077,5093877152,211.5068,2.5964,1134.7271,0.3574,1434577887600,1434577887600,36.4194,12.5012,18.5828,
600519.SH,贵州茅台,2019-09-02,8343.1023,8379.622,8262.6712,8334.1005,2823433,3210850606,-23.7122,-0.2837,1137.2151,0.2248,1430507806728,1430507806728,36.3161,12.4658,18.53,
600519.SH,贵州茅台,2019-09-03,8343.1755,8423.8262,8259.451,8343.1755,2948509,3358578409,9.075,0.1089,1139.0769,0.2347,1432065492000,1432065492000,36.3556,12.4793,18.5502,
600519.SH,贵州茅台,2019-09-04,8349.0304,8364.4726,8197.609,8233.4701,3360022,3785904728,-109.7054,-1.3149,1126.75,0.2675,1413235086978,1413235086978,35.8776,12.3152,18.3063,
600519.SH,贵州茅台,2019-09-05,8262.6712,8379.0365,8255.3526,8372.4498,3293084,3746608087,138.9797,1.688,1137.7202,0.2621,1437090283200,1437090283200,36.4832,12.5231,18.6153,
600519.SH,贵州茅台,2019-09-06,8376.1091,8388.1847,8277.3083,8361.3988,2617659,2978155822,-11.051,-0.132,1137.7173,0.2084,1435193424522,1435193424522,36.435,12.5066,18.5907,
600519.SH,贵州茅台,2019-09-09,8379.7684,8401.7241,8306.5826,8317.7069,2937934,3346080774,-43.6919,-0.5225,1138.9231,0.2339,1427693923656,1427693923656,36.2447,12.4412,18.4936,
600519.SH,贵州茅台,2019-09-10,8301.4596,8306.5826,8196.8772,8224.9805,2622707,2952753655,-92.7263,-1.1148,1125.842,0.2088,1411777897530,1411777897530,35.8406,12.3026,18.2874,
600519.SH,贵州茅台,2019-09-11,8191.0955,8196.5844,7816.2381,7827.3623,8171654,8904690560,-397.6182,-4.8343,1089.7048,0.6505,1343528671056,1343528671056,34.108,11.7078,17.4034,
600519.SH,贵州茅台,2019-09-12,7801.601,8123.4719,7801.601,8043.1139,4121133,4498210332,215.7516,2.7564,1091.4985,0.3281,1380561382200,1380561382200,35.0481,12.0305,17.8831,
600519.SH,贵州茅台,2019-09-16,7926.0167,8079.3409,7926.0167,8043.1139,3137180,3432292113,0,0,1094.0692,0.2497,1380561382200,1380561382200,35.0481,12.0305,17.8831,
600519.SH,贵州茅台,2019-09-17,8006.5211,8099.1742,7955.291,8006.5942,2519693,2767385769,-36.5197,-0.454,1098.3028,0.2006,1374292955178,1374292955178,34.889,11.9759,17.8019,
600519.SH,贵州茅台,2019-09-18,8112.6404,8416.3612,8110.2984,8408.3108,6931447,7899560194,401.7166,5.0173,1139.6697,0.5518,1443245652420,1443245652420,36.6395,12.5768,18.695,
600519.SH,贵州茅台,2019-09-19,8401.7241,8416.3612,8321.9516,8379.7684,2447980,2800064436,-28.5424,-0.3395,1143.8265,0.1949,1438346481000,1438346481000,36.5151,12.5341,18.6316,
600519.SH,贵州茅台,2019-09-20,8423.6798,8489.547,8398.7235,8470.6651,3762666,4346138244,90.8967,1.0847,1155.0688,0.2995,1453948457676,1453948457676,36.9112,12.67,18.8337,
600519.SH,贵州茅台,2019-09-23,8467.5913,8467.5913,8277.3083,8409.0427,3002633,3431058973,-61.6224,-0.7275,1142.6834,0.239,1443371272200,1443371272200,36.6427,12.5779,18.6967,
600519.SH,贵州茅台,2019-09-24,8452.9541,8671.7795,8430.9984,8665.1928,3626913,4259833998,256.1501,3.0461,1174.5068,0.2887,1487338195200,1487338195200,37.7588,12.961,19.2662,
600519.SH,贵州茅台,2019-09-25,8635.9185,8700.8343,8566.392,8592.0071,2402458,2832308420,-73.1858,-0.8446,1178.9211,0.1912,1474776217200,1474776217200,37.4399,12.8515,19.1035,
600519.SH,贵州茅台,2019-09-26,8598.8865,8660.4357,8480.8379,8540.777,2608194,3050478322,-51.23,-0.5963,1169.5749,0.2076,1465982832600,1465982832600,37.2167,12.7749,18.9896,
600519.SH,贵州茅台,2019-09-27,8518.8213,8657.8742,8438.317,8597.496,2282661,2671754323,56.719,0.6641,1170.456,0.1817,1475718365550,1475718365550,37.4638,12.8597,19.1157,
600519.SH,贵州茅台,2019-09-30,8511.5027,8558.5612,8416.3612,8416.3612,3082514,3565988675,-181.1347,-2.1068,1156.8443,0.2454,1444627470000,1444627470000,36.6745,12.5888,18.7129,
600519.SH,贵州茅台,2019-10-08,8438.317,8635.9185,8431.0716,8541.5089,3104527,3631091491,125.1476,1.487,1169.6118,0.2471,1466108452380,1466108452380,37.2199,12.776,18.9912,
600519.SH,贵州茅台,2019-10-09,8534.9222,8534.9222,8306.9486,8393.015,3578857,4105282379,-148.4939,-1.7385,1147.0932,0.2849,1440620199018,1440620199018,36.5728,12.5539,18.661,
600519.SH,贵州茅台,2019-10-10,8248.034,8481.7161,8116.446,8452.9541,4117370,4685560483,59.9391,0.7142,1137.9984,0.3278,1450908459000,1450908459000,36.834,12.6435,18.7943,
600519.SH,贵州茅台,2019-10-11,8467.5913,8599.3256,8432.5353,8596.3982,2868925,3343559812,143.4441,1.697,1165.44,0.2284,1475529935880,1475529935880,37.4591,12.8581,19.1132,
600519.SH,贵州茅台,2019-10-14,8679.8299,8691.9788,8562.7327,8635.9185,2718751,3209362988,39.5203,0.4597,1180.4549,0.2164,1482313404000,1482313404000,37.6313,12.9172,19.2011,
600519.SH,贵州茅台,2019-10-15,8635.9185,8897.0453,8614.1823,8862.7943,4003473,4806856333,226.8758,2.6271,1200.6716,0.3187,1521255535800,1521255535800,38.6199,13.2566,19.7055,
600519.SH,贵州茅台,2019-10-16,8548.0956,8690.8078,8489.547,8562.7327,5915059,6935972684,-300.0616,-3.3856,1172.5957,0.4709,1469751426000,1469751426000,35.9134,11.7338,19.0384,
600519.SH,贵州茅台,2019-10-17,8606.6442,8684.6602,8507.8434,8660.2894,3050870,3578144114,97.5566,1.1393,1172.8275,0.2429,1486496542674,1486496542674,36.3225,11.8675,19.2553,
600519.SH,贵州茅台,2019-10-18,8628.5999,8709.0311,8575.1011,8605.1073,2829161,3335011086,-55.1821,-0.6372,1178.7986,0.2252,1477024811262,1477024811262,36.0911,11.7918,19.1326,
600519.SH,贵州茅台,2019-10-21,8576.3453,8627.8681,8513.6983,8551.7549,2527467,2955023935,-53.3524,-0.62,1169.1642,0.2012,1467867129300,1467867129300,35.8673,11.7187,19.014,
600519.SH,贵州茅台,2019-10-22,8621.2813,8646.8964,8518.0163,8568.5876,1930943,2262188262,16.8327,0.1968,1171.5459,0.1537,1470756384240,1470756384240,35.9379,11.7418,19.0514,
600519.SH,贵州茅台,2019-10-23,8548.0956,8621.2813,8461.0777,8481.5698,2308021,2684922174,-87.0179,-1.0155,1163.3006,0.1837,1455820192398,1455820192398,35.5729,11.6226,18.8579,
600519.SH,贵州茅台,2019-10-24,8525.7739,8533.4585,8395.5765,8418.3373,2617844,3025245582,-63.2325,-0.7455,1155.6249,0.2084,1444966643406,1444966643406,35.3077,11.5359,18.7173,
600519.SH,贵州茅台,2019-10-25,8440.5125,8581.0292,8365.3508,8572.6128,2599845,3015928985,154.2756,1.8326,1160.0418,0.207,1471447293030,1471447293030,35.9548,11.7473,19.0604,
600519.SH,贵州茅台,2019-10-28,8533.5316,8643.3103,8526.1399,8623.4037,2248599,2644563044,50.7909,0.5925,1176.0937,0.179,1480165305762,1480165305762,36.1678,11.8169,19.1733,
600519.SH,贵州茅台,2019-10-29,8644.0421,8781.9973,8619.5981,8731.06,2780371,3314271728,107.6562,1.2484,1192.025,0.2213,1498643975400,1498643975400,36.6193,11.9644,19.4126,
600519.SH,贵州茅台,2019-10-30,8709.1043,8728.8644,8606.6442,8663.7291,2125475,2516524166,-67.3309,-0.7712,1183.982,0.1692,1487086955640,1487086955640,36.3369,11.8722,19.2629,
600519.SH,贵州茅台,2019-10-31,8753.0157,8767.6529,8607.742,8635.9917,2590927,3068884874,-27.7374,-0.3202,1184.4737,0.2063,1482325965978,1482325965978,36.2206,11.8342,19.2013,
600519.SH,贵州茅台,2019-11-01,8643.2371,8723.3755,8581.0292,8672.5114,2281196,2697638375,36.5197,0.4229,1182.5544,0.1816,1488594393000,1488594393000,36.3738,11.8842,19.2825,
600519.SH,贵州茅台,2019-11-04,8709.1043,8855.4026,8701.7857,8779.2894,2673798,3209264033,106.778,1.2312,1200.2642,0.2128,1506922318902,1506922318902,36.8216,12.0305,19.5199,
600519.SH,贵州茅台,2019-11-05,8778.6307,8818.8829,8723.7414,8774.9714,2225472,2667596023,-4.318,-0.0492,1198.6653,0.1772,1506181162200,1506181162200,36.8035,12.0246,19.5103,
600519.SH,贵州茅台,2019-11-06,8760.3343,8811.5643,8700.9074,8731.06,1973751,2362005422,-43.9114,-0.5004,1196.7089,0.1571,1498643975400,1498643975400,36.6193,11.9644,19.4126,
600519.SH,贵州茅台,2019-11-07,8756.7482,8796.0489,8701.7857,8792.3164,1616788,1933203877,61.2565,0.7016,1195.7065,0.1287,1509158350986,1509158350986,36.8763,12.0484,19.5488,
600519.SH,贵州茅台,2019-11-08,8818.8829,8896.8257,8793.341,8818.8829,2451211,2964133776,26.5664,0.3022,1209.2528,0.1951,1513718349000,1513718349000,36.9877,12.0848,19.6079,
600519.SH,贵州茅台,2019-11-11,8793.2679,8827.6652,8734.7924,8774.9714,1734246,2082060830,-43.9114,-0.4979,1200.5568,0.1381,1506181162200,1506181162200,36.8035,12.0246,19.5103,
600519.SH,贵州茅台,2019-11-12,8811.5643,8852.5483,8769.1898,8793.9997,1915055,2303205539,19.0283,0.2168,1202.6838,0.1524,1509447276480,1509447276480,36.8833,12.0507,19.5526,
600519.SH,贵州茅台,2019-11-13,8833.52,8985.7464,8782.29,8957.9358,3197704,3890666569,163.9361,1.8642,1216.7063,0.2546,1537586107200,1537586107200,37.5709,12.2753,19.9171,
600519.SH,贵州茅台,2019-11-14,8979.8915,9075.033,8943.2987,9001.8473,2352112,2898399700,43.9115,0.4902,1232.2541,0.1872,1545123294000,1545123294000,37.7551,12.3355,20.0147,
600519.SH,贵州茅台,2019-11-15,9001.8473,9023.1443,8939.6394,8964.5225,1634072,2003665313,-37.3247,-0.4146,1226.1793,0.1301,1538716685220,1538716685220,37.5985,12.2844,19.9317,
600519.SH,贵州茅台,2019-11-18,8966.1326,8997.822,8914.0243,8981.9407,1803766,2204546132,17.4182,0.1943,1222.1908,0.1436,1541706435984,1541706435984,37.6716,12.3082,19.9704,
600519.SH,贵州茅台,2019-11-19,8987.2101,9086.8159,8965.4007,9018.8263,2062375,2542105913,36.8856,0.4107,1232.6109,0.1642,1548037672896,1548037672896,37.8263,12.3588,20.0525,
600519.SH,贵州茅台,2019-11-20,9001.8473,9071.4469,8987.6492,9029.2919,1528053,1884957278,10.4656,0.116,1233.568,0.1216,1549834035750,1549834035750,37.8702,12.3731,20.0757,
600519.SH,贵州茅台,2019-11-21,9009.1658,9042.1726,8936.4192,9011.3614,1918739,2356277766,-17.9305,-0.1986,1228.0345,0.1527,1546756351140,1546756351140,37.795,12.3485,20.0359,
600519.SH,贵州茅台,2019-11-22,8950.6172,8994.5287,8672.5114,8738.3785,4705428,5677646465,-272.9828,-3.0293,1206.6164,0.3746,1499900173200,1499900173200,36.65,11.9745,19.4289,
600519.SH,贵州茅台,2019-11-25,8694.833,8738.3785,8577.809,8650.9948,3828175,4518778939,-87.3838,-1,1180.4003,0.3047,1484901171468,1484901171468,36.2835,11.8547,19.2346,
600519.SH,贵州茅台,2019-11-26,8684.8066,8772.044,8657.8742,8672.5114,4023961,4794179893,21.5166,0.2487,1191.4081,0.3203,1488594393000,1488594393000,36.3738,11.8842,19.2825,
600519.SH,贵州茅台,2019-11-27,8729.5963,8757.5532,8668.9253,8708.7383,1984881,2363839726,36.2269,0.4177,1190.9226,0.158,1494812572110,1494812572110,36.5257,11.9338,19.363,
600519.SH,贵州茅台,2019-11-28,8745.4776,8764.0667,8555.5605,8605.1805,2884499,3405325549,-103.5578,-1.1891,1180.5605,0.2296,1477037373240,1477037373240,36.0914,11.7919,19.1328,
600519.SH,贵州茅台,2019-11-29,8529.7992,8529.7992,8144.7689,8262.6712,8239732,9338326554,-342.5093,-3.9803,1133.3289,0.6559,1418247316200,1418247316200,34.6549,11.3226,18.3712,
600519.SH,贵州茅台,2019-12-02,8183.6306,8343.3219,8183.6306,8291.9455,3078441,3479717421,29.2743,0.3543,1130.3505,0.2451,1423272107400,1423272107400,34.7776,11.3627,18.4363,
600519.SH,贵州茅台,2019-12-03,8291.9455,8291.9455,8180.264,8182.1668,2734093,3066695648,-109.7786,-1.3239,1121.6501,0.2176,1404429140400,1404429140400,34.3172,11.2123,18.1922,
600519.SH,贵州茅台,2019-12-04,8343.1755,8377.2801,8182.1668,8213.8563,3528308,3980511004,31.6894,0.3873,1128.1643,0.2809,1409868476874,1409868476874,34.4501,11.2557,18.2627,
600519.SH,贵州茅台,2019-12-05,8233.3969,8284.7001,8182.1668,8268.526,2133879,2402503470,54.6698,0.6656,1125.8855,0.1699,1419252274440,1419252274440,34.6794,11.3306,18.3842,
600519.SH,贵州茅台,2019-12-06,8313.6816,8562.7327,8270.7216,8562.7327,3950626,4565643688,294.2067,3.5582,1155.676,0.3145,1469751426000,1469751426000,35.9134,11.7338,19.0384,
600519.SH,贵州茅台,2019-12-09,8599.3256,8606.6442,8461.0046,8480.0329,2182412,2543532527,-82.6999,-0.9658,1165.4685,0.1737,1455556390860,1455556390860,35.5665,11.6204,18.8545,
600519.SH,贵州茅台,2019-12-10,8486.6196,8526.1399,8423.6798,8521.7487,1508658,1749356289,41.7159,0.4919,1159.5446,0.1201,1462716718320,1462716718320,35.7415,11.6776,18.9473,
600519.SH,贵州茅台,2019-12-11,8548.0956,8568.2217,8456.9793,8482.0821,1456799,1689987674,-39.6667,-0.4655,1160.0692,0.116,1455908126244,1455908126244,35.5751,11.6233,18.8591,
600519.SH,贵州茅台,2019-12-12,8460.2727,8489.1079,8270.5752,8321.2198,2940916,3362699683,-160.8623,-1.8965,1143.4192,0.2341,1428296898600,1428296898600,34.9004,11.4028,18.5014,
600519.SH,贵州茅台,2019-12-13,8387.087,8526.1399,8387.087,8511.5027,3000059,3473927971,190.283,2.2867,1157.9532,0.2388,1460958041400,1460958041400,35.6985,11.6636,18.9245,
600519.SH,贵州茅台,2019-12-16,8511.5027,8511.5027,8328.0992,8401.1386,3093642,3554133640,-110.3641,-1.2966,1148.851,0.2463,1442014578576,1442014578576,35.2356,11.5123,18.6791,
600519.SH,贵州茅台,2019-12-17,8414.1657,8589.0796,8365.3508,8562.5864,4261696,4937041950,161.4478,1.9217,1158.4688,0.3393,1469726302044,1469726302044,35.9127,11.7336,19.0381,
600519.SH,贵州茅台,2019-12-18,8592.0071,8600.7893,8518.8213,8548.0956,1964009,2295963803,-14.4908,-0.1692,1169.019,0.1563,1467239030400,1467239030400,35.852,11.7137,19.0058,
600519.SH,贵州茅台,2019-12-19,8511.5027,8511.5027,8430.9984,8470.5187,1955230,2262598597,-77.5769,-0.9075,1157.2033,0.1556,1453923333720,1453923333720,35.5266,11.6074,18.8334,
600519.SH,贵州茅台,2019-12-20,8505.5015,8505.5015,8354.1534,8389.2825,2356384,2703612358,-81.2362,-0.959,1147.3564,0.1876,1439979538140,1439979538140,35.1859,11.4961,18.6527,
600519.SH,贵州茅台,2019-12-23,8335.8569,8507.8434,8313.9012,8411.2382,2591918,2981937538,21.9557,0.2617,1150.4753,0.2063,1443748131540,1443748131540,35.278,11.5262,18.7015,
600519.SH,贵州茅台,2019-12-24,8438.317,8452.9541,8379.7684,8401.7241,1182310,1358536199,-9.5141,-0.1131,1149.0524,0.0941,1442115074400,1442115074400,35.2381,11.5131,18.6804,
600519.SH,贵州茅台,2019-12-25,8365.1312,8365.1312,8270.0629,8297.0685,2430597,2755735164,-104.6556,-1.2456,1133.7688,0.1935,1424151445860,1424151445860,34.7991,11.3697,18.4477,
600519.SH,贵州茅台,2019-12-26,8284.6269,8357.6663,8196.7308,8307.3145,2287727,2585996501,10.246,0.1235,1130.3781,0.1821,1425910122780,1425910122780,34.8421,11.3838,18.4705,
600519.SH,贵州茅台,2019-12-27,8416.3612,8577.3699,8416.3612,8511.5027,4706628,5486452901,204.1882,2.4579,1165.6865,0.3747,1460958041400,1460958041400,35.6985,11.6636,18.9245,
600519.SH,贵州茅台,2019-12-30,8564.1965,8749.3564,8564.1965,8678.3662,4076066,4827682057,166.8635,1.9604,1184.3974,0.3245,1489599351240,1489599351240,36.3983,11.8922,19.2955,
600519.SH,贵州茅台,2019-12-31,8657.8742,8694.4671,8610.3767,8657.8742,2258881,2666705100,-20.492,-0.2361,1180.5425,0.1798,1486081997400,1486081997400,36.3124,11.8641,19.2499,
600519.SH,贵州茅台,2020-01-02,8255.3526,8380.2075,8167.5297,8269.9898,14809916,16696837095,-387.8845,-4.4801,1127.4093,1.1789,1419503514000,1419503514000,34.6855,11.3326,15.9756,
600519.SH,贵州茅台,2020-01-03,8174.8483,8174.8483,7881.3734,7893.5223,13031878,14266380596,-376.4675,-4.5522,1094.7294,1.0374,1354884699168,1354884699168,33.1066,10.8167,15.2484,
600519.SH,贵州茅台,2020-01-06,7837.1692,7998.4706,7811.1151,7889.3507,6341478,6853917601,-4.1716,-0.0528,1080.8076,0.5048,1354168666422,1354168666422,33.0891,10.811,15.2403,
600519.SH,贵州茅台,2020-01-07,7885.7646,8043.1139,7877.7141,8010.3999,4785359,5220697068,121.0492,1.5343,1090.9729,0.3809,1374946178034,1374946178034,33.5968,10.9769,15.4742,
600519.SH,贵州茅台,2020-01-08,7941.0198,8017.4989,7922.9429,7963.6342,2500825,2720371915,-46.7657,-0.5838,1087.7898,0.1991,1366919074092,1366919074092,33.4006,10.9128,15.3838,
600519.SH,贵州茅台,2020-01-09,8006.5211,8089.8796,7977.2468,8070.1927,3740587,4110949814,106.5585,1.3381,1099.012,0.2978,1385209314060,1385209314060,33.8476,11.0588,15.5897,
600519.SH,贵州茅台,2020-01-10,8116.2997,8167.4565,8068.7289,8141.9147,3597587,3993457118,71.722,0.8887,1110.0377,0.2864,1397520052500,1397520052500,34.1484,11.1571,15.7282,
600519.SH,贵州茅台,2020-01-13,8141.9147,8264.1349,8138.2554,8228.0543,3851575,4325687959,86.1396,1.058,1123.0959,0.3066,1412305500606,1412305500606,34.5097,11.2752,15.8946,
600519.SH,贵州茅台,2020-01-14,8227.542,8232.5918,8072.3882,8104.59,3514465,3916300790,-123.4644,-1.5005,1114.3377,0.2798,1391113443720,1391113443720,33.9918,11.106,15.6561,
600519.SH,贵州茅台,2020-01-15,8116.3729,8208.5137,8087.0254,8139.2068,2602911,2895603674,34.6169,0.4271,1112.4482,0.2072,1397055259314,1397055259314,34.137,11.1534,15.723,
600519.SH,贵州茅台,2020-01-16,8188.534,8188.534,8069.3144,8101.6625,2319165,2571593141,-37.5443,-0.4613,1108.8444,0.1846,1390610964600,1390610964600,33.9796,11.102,15.6505,
600519.SH,贵州茅台,2020-01-17,8123.6183,8143.9639,8057.8243,8105.3218,2347275,2599645144,3.6593,0.0452,1107.5162,0.1869,1391239063500,1391239063500,33.9949,11.107,15.6575,
600519.SH,贵州茅台,2020-01-20,8137.2308,8137.2308,7918.6982,7984.5653,3539130,3858246844,-120.7565,-1.4898,1090.1682,0.2817,1370511799800,1370511799800,33.4884,10.9415,15.4243,
600519.SH,贵州茅台,2020-01-21,7911.3796,7955.291,7847.708,7869.6637,3287405,3542441308,-114.9016,-1.439,1077.5798,0.2617,1350789494340,1350789494340,33.0065,10.784,15.2023,
600519.SH,贵州茅台,2020-01-22,7830.8753,7933.3353,7723.8777,7871.2006,3620004,3875275065,1.5369,0.0195,1070.5168,0.2882,1351053295878,1351053295878,33.013,10.7861,15.2053,
600519.SH,贵州茅台,2020-01-23,7874.7867,7874.7867,7589.3623,7704.9958,5346843,5638945742,-166.2048,-2.1116,1054.6309,0.4256,1322525043840,1322525043840,32.3159,10.5584,14.8842,
600519.SH,贵州茅台,2020-02-03,7208.7964,7396.7374,7172.2035,7347.2638,12344288,12314991759,-357.7319,-4.6429,997.6267,0.9827,1261122095376,1261122095376,30.8155,10.0682,14.1931,
600519.SH,贵州茅台,2020-02-04,7428.3536,7735.7338,7399.1525,7596.754,6262418,6490469043,249.4902,3.3957,1036.4158,0.4985,1303945878378,1303945878378,31.8619,10.4101,14.6751,
600519.SH,贵州茅台,2020-02-05,7684.5037,7713.778,7560.3075,7684.4306,4741824,4956355235,87.6765,1.1541,1045.2423,0.3775,1318995128022,1318995128022,32.2296,10.5302,14.8445,
600519.SH,贵州茅台,2020-02-06,7753.5179,7867.4681,7699.2873,7838.1938,4717121,5011246407,153.7633,2.001,1062.3527,0.3755,1345387843800,1345387843800,32.8745,10.7409,15.1415,
600519.SH,贵州茅台,2020-02-07,7830.9484,7882.1053,7765.1544,7874.7867,3127871,3348894576,36.5929,0.4669,1070.6626,0.249,1351668832800,1351668832800,33.028,10.7911,15.2122,
600519.SH,贵州茅台,2020-02-10,7772.3266,7864.5407,7737.1975,7805.1871,3053342,3251908506,-69.5996,-0.8838,1065.0325,0.2431,1339722391722,1339722391722,32.7361,10.6957,15.0777,
600519.SH,贵州茅台,2020-02-11,7779.6452,8048.0906,7778.1815,8035.7954,4791793,5222918915,230.6083,2.9546,1089.9717,0.3815,1379305184400,1379305184400,33.7033,11.0117,15.5232,
600519.SH,贵州茅台,2020-02-12,7969.9282,8041.577,7947.0942,8030.4528,2812543,3072293973,-5.3426,-0.0665,1092.3545,0.2239,1378388160006,1378388160006,33.6809,11.0044,15.5129,
600519.SH,贵州茅台,2020-02-13,8035.7954,8152.0875,7962.6828,7984.5653,3035736,3335277425,-45.8875,-0.5714,1098.6718,0.2417,1370511799800,1370511799800,33.4884,10.9415,15.4243,
600519.SH,贵州茅台,2020-02-14,7980.5401,8002.9349,7926.8218,7962.6096,2328760,2534568401,-21.9557,-0.275,1088.3768,0.1854,1366743206400,1366743206400,33.3964,10.9114,15.3818,
600519.SH,贵州茅台,2020-02-17,7922.3574,8022.5487,7921.6256,8005.2037,2702822,2946182657,42.5941,0.5349,1090.0395,0.2152,1374054277596,1374054277596,33.575,10.9698,15.4641,
600519.SH,贵州茅台,2020-02-18,7977.3199,8027.5985,7926.0167,7933.3353,2666496,2897729692,-71.8684,-0.8978,1086.7182,0.2123,1361718415200,1361718415200,33.2736,10.8713,15.3253,
600519.SH,贵州茅台,2020-02-19,7940.6539,8061.4104,7889.4239,8024.8175,3705147,4052365602,91.4822,1.1531,1093.7125,0.2949,1377420887700,1377420887700,33.6573,10.9967,15.502,
600519.SH,贵州茅台,2020-02-20,8026.2812,8226.0783,8016.8402,8182.1668,4680262,5220660940,157.3494,1.9608,1115.4634,0.3726,1404429140400,1404429140400,34.3172,11.2123,15.806,
